time;duration;id;artist;title;hook;cover
2024-10-02 00:00:04;170;30519847;Dritte Wahl;Zeit bleib stehen!;https://hooksswr-a.akamaihd.net/99005/1909355.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.50887423?stationid=28465
2024-10-02 00:03:50;258;30519854;Johnny Hates Jazz;Turn back the clock;https://hooksswr-a.akamaihd.net/99005/M0002305.003.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.6815892?stationid=28465
2024-10-02 00:08:03;235;30519867;Mando Diao;Dance with somebody;https://hooksswr-a.akamaihd.net/99005/M0116990.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.9550267?stationid=28465
2024-10-02 00:12:01;225;30519872;Kim Carnes;Bette Davis eyes;https://hooksswr-a.akamaihd.net/99005/M0023428.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.6247960?stationid=28465
2024-10-02 00:15:48;320;30519875;Neil Young;Harvest moon;https://hooksswr-a.akamaihd.net/99005/M0280064.009.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.23653094?stationid=28465
2024-10-02 00:21:17;292;30519895;Bette Midler;Wind beneath my wings;https://hooksswr-a.akamaihd.net/99005/M0098877.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.9372116?stationid=28465
2024-10-02 00:26:00;239;30519900;Norman Greenbaum;Spirit in the sky;https://hooksswr-a.akamaihd.net/99005/M0419130.033.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.44938700?stationid=28465
2024-10-02 00:30:21;242;30519907;Michael Jackson;Smooth criminal;https://hooksswr-a.akamaihd.net/99005/M0130154.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.13959444?stationid=28465
2024-10-02 00:34:21;258;30519917;Joan Osborne;One of us;https://hooksswr-a.akamaihd.net/99005/M0550058.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.46408351?stationid=28465
2024-10-02 00:38:42;269;30519923;Climie Fisher;Love changes (everything);https://hooksswr-a.akamaihd.net/99005/M0024478.004.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.5370925?stationid=28465
2024-10-02 00:44:00;149;30519925;Mark Ambor;Belong together;https://hooksswr-a.akamaihd.net/99005/2112024.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.52629709?stationid=28465
2024-10-02 00:46:22;231;30519939;The Police;Every little thing she does is magic;https://hooksswr-a.akamaihd.net/99005/M0018382.005.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.4861636?stationid=28465
2024-10-02 00:50:12;265;30519945;Tina Turner;I don't wanna fight no more (Theme);https://hooksswr-a.akamaihd.net/99005/M0103012.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.9311327?stationid=28465
2024-10-02 00:55:23;274;30519947;The Alan Parsons Project;Eye in the sky;https://hooksswr-a.akamaihd.net/99005/M0003248.002.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.4157148?stationid=28465
2024-10-02 01:00:04;276;30519954;The Motors;Airport;https://hooksswr-a.akamaihd.net/99005/M0115829.003.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.9536050?stationid=28465
2024-10-02 01:00:04;277;30519955;Billy Ocean;Get outta my dreams, get into my car;https://hooksswr-a.akamaihd.net/99005/M0024554.015.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.5391638?stationid=28465
2024-10-02 01:00:04;238;30519956;The Tubes;She's a beauty;https://hooksswr-a.akamaihd.net/99005/M0371098.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.44020673?stationid=28465
2024-10-02 01:03:59;223;30519964;Kenny Loggins;Welcome to heartlight;https://hooksswr-a.akamaihd.net/99005/M0041033.002.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.6587596?stationid=28465
2024-10-02 01:07:34;258;30519973;Robbie Williams;She's the one;https://hooksswr-a.akamaihd.net/99005/M0001737.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.3969717?stationid=28465
2024-10-02 01:11:54;344;30519979;BAP;Verdamp lang her;https://hooksswr-a.akamaihd.net/99005/M0000314.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.3623303?stationid=28465
2024-10-02 01:17:38;187;30519983;Jim Croce;Time in a bottle;https://hooksswr-a.akamaihd.net/99005/M0041730.005.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.6928152?stationid=28465
2024-10-02 01:21:17;225;30519993;Rihanna;Diamonds;https://hooksswr-a.akamaihd.net/99005/M0315008.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.34083660?stationid=28465
2024-10-02 01:25:24;274;30519994;Rod Stewart;Some guys have all the luck;https://hooksswr-a.akamaihd.net/99005/M0035306.005.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.6368693?stationid=28465
2024-10-02 01:30:18;298;30520006;Queen;Who wants to live forever;https://hooksswr-a.akamaihd.net/99005/M0007430.009.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.4507200?stationid=28465
2024-10-02 01:34:56;196;30520016;Sasha;Lucky day;https://hooksswr-a.akamaihd.net/99005/M0062318.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.7958475?stationid=28465
2024-10-02 01:38:12;228;30520020;Bangles;If she knew what she wants;https://hooksswr-a.akamaihd.net/99005/M0002515.007.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.4051865?stationid=28465
2024-10-02 01:43:54;254;30520038;Stevie Wonder;I wish;https://hooksswr-a.akamaihd.net/99005/M0118236.006.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.9522434?stationid=28465
2024-10-02 01:48:03;247;30520047;Melanie C;Northern star;https://hooksswr-a.akamaihd.net/99005/M0369562.002.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.43955646?stationid=28465
2024-10-02 01:52:15;208;30520048;Coldplay;Higher power;https://hooksswr-a.akamaihd.net/99005/M0672743.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.47840415?stationid=28465
2024-10-02 01:55:37;256;30520056;Santana;Oye como va;https://hooksswr-a.akamaihd.net/99005/M0028208.003.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.5723926?stationid=28465
2024-10-02 02:00:04;290;30520057;Midge Ure;If I was;https://hooksswr-a.akamaihd.net/99005/M0510988.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.45986096?stationid=28465
2024-10-02 02:03:44;211;30520067;Ace of Base;All that she wants;https://hooksswr-a.akamaihd.net/99005/M0032691.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.4883456?stationid=28465
