time;duration;id;artist;title;hook;cover
2025-04-24 00:00:05;149;31412606;George Jones;The one I loved back then (The Corvette Song);https://hooksswr-a.akamaihd.net/99005/2036446.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.52689490?stationid=28465
2025-04-24 00:04:31;180;31412613;Boney M.;Sunny;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:07:29;162;31412617;UB 40 & Chrissie Hynde;I got you babe;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:10:16;213;31412619;Chesney Hawkes;The one and only;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:13:44;205;31412623;Yvonne Catterfeld;Pendel;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:17:29;192;31412627;Santana;Black magic woman;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:20:50;238;31412631;Laura Branigan;Self control;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:25:25;159;31412635;Peter & Gordon;A world without love;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:28:03;231;31412639;Mike & The Mechanics;Silent running;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:32:50;245;31412645;Steve Winwood;Valerie;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:36:56;192;31412648;Racey;Some girls;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:41:20;230;31412650;Barbra Streisand;Woman in love;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:45:16;214;31412656;Juanes;La camisa negra;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:50:29;235;31412662;City;Am Fenster;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:54:26;159;31412666;Donovan;Jennifer juniper;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 00:57:04;191;31412671;Bernie Paul;Lucky;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:03:51;182;31412674;Sandra;Maria Magdalena;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:06:50;192;31412680;David Dundas;Jeans on;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:10:37;208;31412683;Céline Dion;I'm alive;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:14:11;200;31412688;Billie Jo Spears;Sing me an old fashioned song;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:17:28;180;31412692;Foreigner;Waiting for a girl like you;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:20:49;158;31412695;Nancy Sinatra;These boots are made for walkin';no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:23:25;215;31412700;Christina Stürmer;Millionen Lichter;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:26:56;260;31412706;Paul Young;Everytime you go away;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:32:12;180;31412709;Gloria Gaynor;I will survive;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:35:10;260;31412714;Caught In The Act;Babe;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:39:37;234;31412718;Ray jr. Parker;Ghostbusters;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:43:26;208;31412721;Udo Lindenberg;Du knallst in mein Leben;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:46:45;183;31412727;Neil Young;Heart of gold;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:49:47;183;31412730;Milli Vanilli;Girl you know it's true;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:53:19;159;31412733;The Monkees;Last train to Clarksville;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 01:55:09;286;31412737;Richard Sanderson;Reality;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:04:13;182;31412747;Status Quo;Whatever you want;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:07:11;247;31412752;Peter Maffay;Halleluja (Radio-Version);no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:12:01;152;31412755;Jackie DeShannon;Put a little love in your heart;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:14:32;201;31412759;Kim Wilde;You came;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:17:34;226;31412762;The Rolling Stones;Brown sugar;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:21:40;229;31412767;Sasha;I feel lonely;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:25:27;154;31412771;Christie;Yellow river;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:27:29;217;31412774;Howard Jones;What is love;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:31:42;244;31412781;Will To Power;Baby, I love your way;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:35:39;147;31412784;The Searchers;Sweets for my sweet;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:38:34;261;31412788;PUR;Abenteuerland;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
2025-04-24 02:42:57;244;31412792;Jimmy Cliff;Reggae night;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28465
