time;duration;id;artist;title;hook;cover
2025-05-12 00:04:43;167;31486733;Shakin' Stevens & Bonnie Tyler;A rockin' good way;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:07:27;159;31486738;Smokie;Needles and pins;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:10:02;267;31486742;Laid Back;Bakerman;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:15:00;192;31486748;Silbermond;Irgendwas bleibt;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:18:19;201;31486752;Neil Diamond;Sweet Caroline;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:21:59;252;31486755;Genesis;That's all;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:26:10;209;31486762;Pet Shop Boys;Always on my mind;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:30:52;282;31486767;China Crisis;Wishful thinking;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:35:25;197;31486772;Michael Bublé;It's a beautiful day;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:38:37;218;31486776;Carpenters;Only yesterday;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:42:11;207;31486777;Barclay James Harvest;Life is for living;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:45:57;219;31486783;Heinz Rudolf Kunze;Längere Tage;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:49:27;157;31486788;The Troggs;Wild thing;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:53:19;247;31486794;Lionel Richie;Hello;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 00:57:17;175;31486799;Showaddywaddy;Under the moon of love;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
2025-05-12 01:04:28;199;31486803;Rick Astley;Together forever;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28466
