time;duration;id;artist;title;hook;cover
2024-11-19 00:00:06;211;30728988;Hurts;Wonderful life;https://hooksswr-a.akamaihd.net/28468/M0257216.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.17074220?stationid=28468
2024-11-19 00:12:42;153;30729012;Kamrad;Friends;https://hooksswr-a.akamaihd.net/28468/2101708.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.53043112?stationid=28468
2024-11-19 00:15:07;201;30729022;Dua Lipa;Be the one;https://hooksswr-a.akamaihd.net/28468/M0414868.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.44895548?stationid=28468
2024-11-19 00:18:28;160;30729023;The Kid Laroi;Thousand miles;https://hooksswr-a.akamaihd.net/28468/M0684229.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.49245198?stationid=28468
2024-11-19 00:21:07;215;30729028;Coldplay feat. Little Simz, Burna Boy, Elyanna & Tini;We pray;https://hooksswr-a.akamaihd.net/28468/2103344.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.53048106?stationid=28468
2024-11-19 00:21:36;264;30729033;Amanda Marshall;Let it rain;https://hooksswr-a.akamaihd.net/28468/M0350752.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.42392266?stationid=28468
2024-11-19 00:25:54;134;30729035;Dennis Lloyd;Alien;https://hooksswr-a.akamaihd.net/28468/M0594897.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.47154306?stationid=28468
2024-11-19 00:28:08;240;30729042;Destiny's Child;Survivor;https://hooksswr-a.akamaihd.net/28468/M0517226.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.46081055?stationid=28468
2024-11-19 00:32:07;171;30729044;Shawn Mendes;When you're gone;https://hooksswr-a.akamaihd.net/28468/M0683689.001.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.49229505?stationid=28468
2024-11-19 00:33:35;183;30729048;Teddy Swims;Bad dreams;https://hooksswr-a.akamaihd.net/28468/2119229.m.mp3;https://onair.swr.de/covers/swr/swrhfdb1.KONF.53089180?stationid=28468
